octal_div([train(6641)], [train(34757)], 11).
octal_div([train(34541)], [train(56307)], 0).
octal_div([train(20330)], [train(14336)], 1).
octal_div([train(40875)], [train(33354)], 10).
octal_div([train(4756)], [train(50917)], 0).
octal_div([train(54361)], [train(27969)], 5).
octal_div([train(40478)], [train(44473)], 5).
octal_div([train(8562)], [train(54825)], 7).
octal_div([train(33541)], [train(18394)], 1).
octal_div([train(993)], [train(6834)], 1).
octal_div([train(31051)], [train(58670)], 2).
octal_div([train(54991)], [train(21076)], 1).
octal_div([train(20463)], [train(48343)], 0).
octal_div([train(50024)], [train(13531)], 0).
octal_div([train(24640)], [train(21846)], 0).
octal_div([train(34830)], [train(20908)], 1).
octal_div([train(54871)], [train(2957)], 7).
octal_div([train(14317)], [train(53375)], 11).
octal_div([train(50997)], [train(16134)], 3).
octal_div([train(9213)], [train(40767)], 1).
octal_div([train(30554)], [train(53905)], 1).
octal_div([train(24105)], [train(50707)], 0).
octal_div([train(17216)], [train(7347)], 1).
octal_div([train(4115)], [train(50573)], 0).
octal_div([train(54220)], [train(33526)], 1).
octal_div([train(13887)], [train(43717)], 3).
octal_div([train(7807)], [train(26193)], 0).
octal_div([train(27731)], [train(38183)], 1).
octal_div([train(34671)], [train(36094)], 6).
octal_div([train(48227)], [train(2006)], 0).
octal_div([train(44790)], [train(2249)], 1).
octal_div([train(11884)], [train(13577)], 3).
octal_div([train(216)], [train(49058)], 0).
octal_div([train(50291)], [train(42462)], 0).
octal_div([train(36003)], [train(59494)], 1).
octal_div([train(21998)], [train(29952)], 3).
octal_div([train(29235)], [train(11346)], 0).
octal_div([train(18893)], [train(54146)], 0).
octal_div([train(31780)], [train(8916)], 1).
octal_div([train(43366)], [train(15682)], 0).
octal_div([train(43876)], [train(38630)], 2).
octal_div([train(46337)], [train(22724)], 1).
octal_div([train(50490)], [train(5088)], 3).
octal_div([train(26142)], [train(27693)], 1).
octal_div([train(5505)], [train(31815)], 0).
octal_div([train(5502)], [train(6589)], 0).
octal_div([train(25714)], [train(38447)], 0).
octal_div([train(43116)], [train(8007)], 1).
octal_div([train(44029)], [train(34006)], 0).
octal_div([train(59963)], [train(1859)], 7).
octal_div([train(28186)], [train(10682)], 0).
octal_div([train(28602)], [train(15507)], 6).
octal_div([train(23698)], [train(710)], 7).
octal_div([train(38977)], [train(56598)], 4).
octal_div([train(1477)], [train(56147)], 1).
octal_div([train(30142)], [train(3133)], 3).
octal_div([train(702)], [train(11466)], 0).
octal_div([train(53777)], [train(13614)], 1).
octal_div([train(15653)], [train(58089)], 3).
octal_div([train(36492)], [train(44767)], 4).
octal_div([train(8912)], [train(31597)], 0).
octal_div([train(16955)], [train(55128)], 1).
octal_div([train(34669)], [train(3373)], 10).
octal_div([train(54384)], [train(33508)], 1).
octal_div([train(56217)], [train(10441)], 0).
octal_div([train(25998)], [train(17695)], 7).
octal_div([train(50963)], [train(7951)], 7).
octal_div([train(53387)], [train(42667)], 0).
octal_div([train(51235)], [train(50651)], 0).
octal_div([train(13150)], [train(13950)], 7).
octal_div([train(57224)], [train(53599)], 4).
octal_div([train(48244)], [train(35236)], 11).
octal_div([train(8704)], [train(40610)], 1).
octal_div([train(20173)], [train(23204)], 6).
octal_div([train(12270)], [train(41537)], 2).
octal_div([train(34673)], [train(51971)], 1).
octal_div([train(21391)], [train(54340)], 1).
octal_div([train(29378)], [train(28352)], 0).
octal_div([train(26899)], [train(40949)], 1).
octal_div([train(7338)], [train(21468)], 0).
octal_div([train(45337)], [train(22122)], 3).
octal_div([train(38655)], [train(30567)], 5).
octal_div([train(29183)], [train(26690)], 4).
octal_div([train(25293)], [train(40621)], 1).
octal_div([train(22607)], [train(13510)], 4).
octal_div([train(37467)], [train(43014)], 0).
octal_div([train(27079)], [train(56669)], 1).
octal_div([train(47482)], [train(54321)], 0).
octal_div([train(39441)], [train(55495)], 1).
octal_div([train(8894)], [train(38014)], 0).
octal_div([train(39068)], [train(39042)], 4).
octal_div([train(20139)], [train(30458)], 0).
octal_div([train(46992)], [train(5750)], 0).
octal_div([train(57468)], [train(10519)], 3).
octal_div([train(22350)], [train(13027)], 1).
octal_div([train(30192)], [train(10440)], 1).
octal_div([train(15828)], [train(41489)], 0).
octal_div([train(28993)], [train(6136)], 0).
octal_div([train(48101)], [train(25916)], 4).
octal_div([train(28802)], [train(12255)], 1).
octal_div([train(28402)], [train(49979)], 0).
octal_div([train(54706)], [train(18148)], 3).
octal_div([train(59696)], [train(41260)], 0).
octal_div([train(24657)], [train(11145)], 2).
octal_div([train(2944)], [train(21578)], 0).
octal_div([train(11105)], [train(37610)], 0).
octal_div([train(53222)], [train(25606)], 4).
octal_div([train(2606)], [train(36395)], 0).
octal_div([train(32293)], [train(58706)], 0).
octal_div([train(28238)], [train(40744)], 1).
octal_div([train(50159)], [train(25135)], 1).
octal_div([train(38939)], [train(48738)], 0).
octal_div([train(431)], [train(34261)], 6).
octal_div([train(49967)], [train(53772)], 2).
octal_div([train(13856)], [train(8208)], 1).
octal_div([train(6440)], [train(43991)], 1).
octal_div([train(43129)], [train(26570)], 0).
octal_div([train(32567)], [train(56633)], 5).
octal_div([train(57629)], [train(48747)], 0).
octal_div([train(34485)], [train(4972)], 7).
octal_div([train(30833)], [train(31775)], 1).
octal_div([train(54324)], [train(10177)], 1).
octal_div([train(3199)], [train(15099)], 2).
octal_div([train(55869)], [train(17540)], 3).
octal_div([train(39117)], [train(24976)], 1).
octal_div([train(39104)], [train(756)], 1).
octal_div([train(25492)], [train(18017)], 1).
octal_div([train(30426)], [train(18568)], 6).
octal_div([train(40241)], [train(33226)], 0).
octal_div([train(33218)], [train(31177)], 2).
octal_div([train(46919)], [train(30852)], 1).
octal_div([train(1347)], [train(52088)], 7).
octal_div([train(33216)], [train(41939)], 5).
octal_div([train(42295)], [train(1092)], 1).
octal_div([train(47902)], [train(21599)], 0).
octal_div([train(49084)], [train(51983)], 3).
octal_div([train(35780)], [train(9584)], 4).
octal_div([train(44363)], [train(12424)], 0).
octal_div([train(17508)], [train(53068)], 0).
octal_div([train(47647)], [train(2074)], 0).
octal_div([train(18788)], [train(14797)], 3).
octal_div([train(6847)], [train(57628)], 0).
octal_div([train(12371)], [train(59176)], 1).
octal_div([train(17124)], [train(2304)], 0).
octal_div([train(31995)], [train(29969)], 0).
octal_div([train(38948)], [train(19406)], 2).
octal_div([train(3555)], [train(1568)], 2).
octal_div([train(9619)], [train(45451)], 6).
octal_div([train(4882)], [train(8277)], 3).
octal_div([train(37571)], [train(39288)], 0).
octal_div([train(19262)], [train(47681)], 7).
octal_div([train(40494)], [train(12200)], 0).
octal_div([train(53249)], [train(6348)], 2).
octal_div([train(58679)], [train(15645)], 1).
octal_div([train(49444)], [train(46851)], 1).
octal_div([train(364)], [train(30053)], 11).
octal_div([train(11403)], [train(29188)], 0).
octal_div([train(48148)], [train(48634)], 1).
octal_div([train(48561)], [train(33456)], 5).
octal_div([train(32139)], [train(40735)], 4).
octal_div([train(21957)], [train(24459)], 1).
octal_div([train(12872)], [train(33937)], 0).
octal_div([train(55976)], [train(10823)], 4).
octal_div([train(19480)], [train(57922)], 0).
octal_div([train(39657)], [train(48735)], 3).
octal_div([train(24451)], [train(20604)], 3).
octal_div([train(48607)], [train(36500)], 0).
octal_div([train(16197)], [train(29556)], 7).
octal_div([train(2001)], [train(55606)], 1).
octal_div([train(6970)], [train(33817)], 0).
octal_div([train(647)], [train(3134)], 2).
octal_div([train(54799)], [train(49207)], 2).
octal_div([train(7934)], [train(46884)], 0).
octal_div([train(17855)], [train(14446)], 3).
octal_div([train(55991)], [train(51171)], 0).
octal_div([train(28418)], [train(18411)], 3).
octal_div([train(41954)], [train(47850)], 1).
octal_div([train(43947)], [train(46004)], 1).
octal_div([train(35783)], [train(40919)], 2).
octal_div([train(29442)], [train(59481)], 1).
octal_div([train(47934)], [train(36026)], 1).
octal_div([train(1202)], [train(50728)], 2).
octal_div([train(52280)], [train(12594)], 1).
octal_div([train(54838)], [train(42819)], 2).
octal_div([train(6774)], [train(19028)], 4).
octal_div([train(23845)], [train(39518)], 0).
octal_div([train(30539)], [train(3240)], 2).
octal_div([train(37772)], [train(8287)], 1).
octal_div([train(14746)], [train(57253)], 0).
octal_div([train(12738)], [train(59588)], 3).
octal_div([train(22305)], [train(2632)], 3).
octal_div([train(29331)], [train(11910)], 2).
octal_div([train(57304)], [train(33863)], 4).
octal_div([train(49016)], [train(269)], 10).
octal_div([train(12140)], [train(45313)], 0).
octal_div([train(59728)], [train(17661)], 1).
octal_div([train(31671)], [train(39185)], 7).
octal_div([train(51690)], [train(12620)], 3).
octal_div([train(31020)], [train(47273)], 0).
octal_div([train(58129)], [train(12696)], 1).
octal_div([train(3469)], [train(1375)], 7).
octal_div([train(10454)], [train(37179)], 3).
octal_div([train(43994)], [train(43002)], 1).
octal_div([train(46751)], [train(39517)], 0).
octal_div([train(23629)], [train(36356)], 5).
octal_div([train(8261)], [train(9586)], 1).
octal_div([train(13327)], [train(43275)], 2).
octal_div([train(51147)], [train(50138)], 0).
octal_div([train(24321)], [train(14510)], 1).
octal_div([train(45214)], [train(2998)], 4).
octal_div([train(29237)], [train(20252)], 1).
octal_div([train(3849)], [train(52375)], 0).
octal_div([train(32206)], [train(3191)], 1).
octal_div([train(10521)], [train(12136)], 4).
octal_div([train(29685)], [train(34505)], 1).
octal_div([train(37296)], [train(26250)], 2).
octal_div([train(58717)], [train(482)], 1).
octal_div([train(56874)], [train(52589)], 2).
octal_div([train(33072)], [train(6519)], 2).
octal_div([train(41621)], [train(47529)], 4).
octal_div([train(7229)], [train(24455)], 1).
octal_div([train(20254)], [train(12375)], 11).
octal_div([train(24190)], [train(12875)], 4).
octal_div([train(25942)], [train(24671)], 0).
octal_div([train(9859)], [train(43946)], 1).
octal_div([train(33427)], [train(41405)], 0).
octal_div([train(37264)], [train(59491)], 1).
octal_div([train(6158)], [train(50090)], 2).
octal_div([train(19734)], [train(10424)], 1).
octal_div([train(16351)], [train(4843)], 1).
octal_div([train(17507)], [train(29624)], 1).
octal_div([train(23624)], [train(8439)], 1).
octal_div([train(32819)], [train(8123)], 1).
octal_div([train(51818)], [train(40508)], 0).
octal_div([train(57944)], [train(14899)], 5).
octal_div([train(59583)], [train(44168)], 1).
octal_div([train(27945)], [train(24382)], 1).
octal_div([train(28915)], [train(56150)], 2).
octal_div([train(58722)], [train(6458)], 4).
octal_div([train(32243)], [train(23231)], 1).
octal_div([train(33051)], [train(43649)], 2).
octal_div([train(9849)], [train(3427)], 5).
octal_div([train(36585)], [train(35383)], 1).
octal_div([train(34998)], [train(24561)], 1).
octal_div([train(997)], [train(20455)], 0).
octal_div([train(28785)], [train(27461)], 10).
octal_div([train(52354)], [train(57242)], 0).
octal_div([train(41683)], [train(42501)], 0).
octal_div([train(6308)], [train(14440)], 1).
octal_div([train(57390)], [train(33054)], 0).
octal_div([train(37109)], [train(19737)], 4).
octal_div([train(41745)], [train(55142)], 2).
octal_div([train(52133)], [train(34912)], 0).
octal_div([train(56436)], [train(49795)], 0).
octal_div([train(48661)], [train(23899)], 0).
octal_div([train(22600)], [train(45863)], 1).
octal_div([train(55265)], [train(14906)], 11).
octal_div([train(56639)], [train(6748)], 0).
octal_div([train(44692)], [train(15282)], 0).
octal_div([train(42994)], [train(12215)], 3).
octal_div([train(45640)], [train(47880)], 6).
octal_div([train(38913)], [train(46360)], 7).
octal_div([train(23046)], [train(22899)], 3).
octal_div([train(49486)], [train(57418)], 2).
octal_div([train(58445)], [train(23274)], 2).
octal_div([train(13938)], [train(34852)], 5).
octal_div([train(23154)], [train(2152)], 0).
octal_div([train(11132)], [train(24597)], 2).
octal_div([train(4152)], [train(22248)], 1).
octal_div([train(6721)], [train(51539)], 6).
octal_div([train(41999)], [train(9721)], 0).
octal_div([train(14712)], [train(45270)], 0).
octal_div([train(13214)], [train(40287)], 0).
octal_div([train(49199)], [train(6317)], 0).
octal_div([train(51921)], [train(7760)], 2).
octal_div([train(14130)], [train(45167)], 2).
octal_div([train(3461)], [train(44680)], 0).
octal_div([train(23637)], [train(7088)], 4).
octal_div([train(2577)], [train(3690)], 1).
octal_div([train(2919)], [train(1801)], 0).
octal_div([train(37776)], [train(29810)], 10).
octal_div([train(59225)], [train(8411)], 0).
octal_div([train(52625)], [train(21419)], 0).
octal_div([train(59694)], [train(20070)], 1).
octal_div([train(39422)], [train(18529)], 0).
octal_div([train(36449)], [train(49392)], 3).
octal_div([train(23991)], [train(41847)], 0).
octal_div([train(14881)], [train(10688)], 1).
octal_div([train(29494)], [train(12318)], 10).
octal_div([train(51572)], [train(42058)], 5).
octal_div([train(55824)], [train(35522)], 2).
octal_div([train(50318)], [train(13110)], 3).
octal_div([train(45434)], [train(56131)], 0).
octal_div([train(29164)], [train(48915)], 4).
octal_div([train(21302)], [train(29567)], 11).
octal_div([train(24240)], [train(6066)], 1).
octal_div([train(40245)], [train(14139)], 4).
octal_div([train(28116)], [train(31694)], 1).
octal_div([train(23315)], [train(44407)], 0).
octal_div([train(39624)], [train(10843)], 0).
octal_div([train(16356)], [train(14310)], 5).
octal_div([train(20919)], [train(57632)], 4).
octal_div([train(40234)], [train(12802)], 2).
octal_div([train(44967)], [train(55707)], 1).
octal_div([train(24764)], [train(36716)], 2).
octal_div([train(597)], [train(11075)], 2).
octal_div([train(18486)], [train(27303)], 0).
octal_div([train(9295)], [train(36768)], 3).
octal_div([train(26424)], [train(20259)], 3).
octal_div([train(7870)], [train(18900)], 1).
octal_div([train(45171)], [train(16861)], 1).
octal_div([train(47212)], [train(45818)], 4).
octal_div([train(57059)], [train(39552)], 4).
octal_div([train(7858)], [train(51031)], 0).
octal_div([train(54257)], [train(41446)], 11).
octal_div([train(1031)], [train(11214)], 1).
octal_div([train(55362)], [train(29217)], 1).
octal_div([train(51479)], [train(49100)], 0).
octal_div([train(24027)], [train(31839)], 10).
octal_div([train(5775)], [train(10281)], 1).
octal_div([train(2539)], [train(14795)], 0).
octal_div([train(55770)], [train(45340)], 2).
octal_div([train(42579)], [train(13530)], 0).
octal_div([train(19910)], [train(11467)], 3).
octal_div([train(33967)], [train(43261)], 2).
octal_div([train(16373)], [train(24229)], 4).
octal_div([train(29044)], [train(35402)], 0).
octal_div([train(26940)], [train(18608)], 1).
octal_div([train(1915)], [train(9973)], 1).
octal_div([train(43115)], [train(27618)], 3).
octal_div([train(2378)], [train(17605)], 10).
octal_div([train(19550)], [train(37912)], 0).
octal_div([train(54571)], [train(4483)], 1).
octal_div([train(33806)], [train(56616)], 3).
octal_div([train(45082)], [train(58171)], 10).
octal_div([train(15833)], [train(7574)], 7).
octal_div([train(38315)], [train(14026)], 0).
octal_div([train(29405)], [train(12742)], 0).
octal_div([train(58996)], [train(27129)], 2).
octal_div([train(14755)], [train(20348)], 7).
octal_div([train(46189)], [train(42114)], 2).
octal_div([train(50958)], [train(58270)], 0).
octal_div([train(49218)], [train(58465)], 0).
octal_div([train(40331)], [train(44857)], 6).
octal_div([train(11799)], [train(22892)], 4).
octal_div([train(9156)], [train(13892)], 6).
octal_div([train(14451)], [train(11249)], 5).
octal_div([train(12337)], [train(22049)], 0).
octal_div([train(35552)], [train(22464)], 1).
octal_div([train(53665)], [train(15456)], 0).
octal_div([train(8349)], [train(13152)], 0).
octal_div([train(24896)], [train(10963)], 0).
octal_div([train(35283)], [train(47837)], 11).
octal_div([train(14391)], [train(48079)], 7).
octal_div([train(21188)], [train(16760)], 4).
octal_div([train(8763)], [train(25483)], 0).
octal_div([train(59632)], [train(59578)], 1).
octal_div([train(54422)], [train(49256)], 1).
octal_div([train(59873)], [train(10453)], 2).
octal_div([train(26559)], [train(43053)], 1).
octal_div([train(7183)], [train(37568)], 0).
octal_div([train(17612)], [train(40102)], 1).
octal_div([train(9991)], [train(10404)], 3).
octal_div([train(8233)], [train(22280)], 0).
octal_div([train(59306)], [train(7668)], 7).
octal_div([train(30325)], [train(20106)], 1).
octal_div([train(52182)], [train(58721)], 0).
octal_div([train(10930)], [train(44684)], 2).
octal_div([train(36030)], [train(20987)], 1).
octal_div([train(1729)], [train(24192)], 0).
octal_div([train(11713)], [train(45096)], 2).
octal_div([train(32587)], [train(47090)], 2).
octal_div([train(56580)], [train(36678)], 1).
octal_div([train(57122)], [train(25586)], 2).
octal_div([train(28876)], [train(3995)], 2).
octal_div([train(35185)], [train(21775)], 0).
octal_div([train(21215)], [train(26312)], 0).
octal_div([train(53429)], [train(29786)], 0).
octal_div([train(14566)], [train(6977)], 3).
octal_div([train(13999)], [train(6277)], 6).
octal_div([train(7846)], [train(47989)], 0).
octal_div([train(55451)], [train(18352)], 10).
octal_div([train(19223)], [train(1149)], 2).
octal_div([train(15413)], [train(2797)], 1).
octal_div([train(47430)], [train(50237)], 6).
octal_div([train(54242)], [train(22004)], 3).
octal_div([train(54538)], [train(22664)], 1).
octal_div([train(32821)], [train(9066)], 1).
octal_div([train(21723)], [train(11827)], 1).
octal_div([train(40047)], [train(43980)], 11).
octal_div([train(53872)], [train(2534)], 4).
octal_div([train(44764)], [train(34179)], 3).
octal_div([train(11511)], [train(37661)], 3).
octal_div([train(23773)], [train(41345)], 0).
octal_div([train(16154)], [train(29265)], 10).
octal_div([train(58608)], [train(47885)], 1).
octal_div([train(16921)], [train(59445)], 0).
octal_div([train(55456)], [train(27443)], 2).
octal_div([train(32102)], [train(51483)], 10).
octal_div([train(48494)], [train(3955)], 10).
octal_div([train(39978)], [train(43971)], 5).
octal_div([train(54061)], [train(51714)], 1).
octal_div([train(39743)], [train(16542)], 1).
octal_div([train(50518)], [train(57116)], 0).
octal_div([train(3938)], [train(2335)], 3).
octal_div([train(49634)], [train(42929)], 4).
octal_div([train(2525)], [train(12596)], 0).
octal_div([train(32729)], [train(9331)], 11).
octal_div([train(8731)], [train(23295)], 5).
octal_div([train(58813)], [train(1264)], 2).
octal_div([train(30281)], [train(40644)], 1).
octal_div([train(12419)], [train(45976)], 1).
octal_div([train(3391)], [train(59564)], 0).
octal_div([train(27373)], [train(38837)], 7).
octal_div([train(39269)], [train(51767)], 4).
octal_div([train(28869)], [train(49012)], 1).
octal_div([train(41512)], [train(38897)], 2).
octal_div([train(9196)], [train(9374)], 0).
octal_div([train(49848)], [train(33767)], 0).
octal_div([train(281)], [train(43301)], 1).
octal_div([train(5207)], [train(37260)], 1).
octal_div([train(26749)], [train(14710)], 1).
octal_div([train(1179)], [train(51982)], 0).
octal_div([train(33390)], [train(45843)], 0).
octal_div([train(39106)], [train(13296)], 1).
octal_div([train(35918)], [train(24732)], 3).
octal_div([train(38387)], [train(39417)], 10).
octal_div([train(36305)], [train(6551)], 1).
octal_div([train(14037)], [train(38507)], 3).
octal_div([train(23940)], [train(58359)], 0).
octal_div([train(55727)], [train(18262)], 0).
octal_div([train(57767)], [train(17960)], 10).
octal_div([train(59540)], [train(53252)], 2).
octal_div([train(54415)], [train(13263)], 1).
octal_div([train(58012)], [train(36006)], 0).
octal_div([train(27029)], [train(18499)], 4).
octal_div([train(41270)], [train(38426)], 1).
octal_div([train(52062)], [train(8490)], 3).
octal_div([train(38518)], [train(27346)], 1).
octal_div([train(58812)], [train(41076)], 3).
octal_div([train(49821)], [train(783)], 3).
octal_div([train(59039)], [train(58001)], 2).
octal_div([train(28896)], [train(11770)], 0).
octal_div([train(40221)], [train(7139)], 1).
octal_div([train(9536)], [train(22164)], 4).
octal_div([train(1684)], [train(52478)], 1).
octal_div([train(17641)], [train(42000)], 10).
octal_div([train(25866)], [train(25772)], 1).
octal_div([train(18054)], [train(8002)], 2).
octal_div([train(6187)], [train(49274)], 2).
octal_div([train(31055)], [train(11407)], 1).
octal_div([train(14801)], [train(18155)], 2).
octal_div([train(21089)], [train(13100)], 4).
octal_div([train(23192)], [train(394)], 7).
octal_div([train(49405)], [train(38472)], 1).
octal_div([train(12568)], [train(8347)], 0).
octal_div([train(28437)], [train(3780)], 1).
octal_div([train(58310)], [train(4984)], 1).
octal_div([train(35612)], [train(57289)], 0).
octal_div([train(49963)], [train(32705)], 10).
octal_div([train(35639)], [train(54441)], 0).
octal_div([train(30354)], [train(20470)], 1).
octal_div([train(27310)], [train(35390)], 1).
octal_div([train(59976)], [train(10228)], 3).
octal_div([train(12011)], [train(59451)], 0).
octal_div([train(54603)], [train(36520)], 3).
octal_div([train(5806)], [train(18756)], 1).
octal_div([train(31920)], [train(32353)], 1).
octal_div([train(29734)], [train(35149)], 2).
octal_div([train(30155)], [train(47904)], 7).
octal_div([train(20359)], [train(956)], 1).
octal_div([train(44498)], [train(10318)], 6).
octal_div([train(35239)], [train(41555)], 11).
octal_div([train(38534)], [train(44281)], 7).
octal_div([train(57114)], [train(31905)], 2).
octal_div([train(9458)], [train(42738)], 0).
octal_div([train(41093)], [train(51506)], 2).
octal_div([train(42720)], [train(42603)], 0).
octal_div([train(9509)], [train(39074)], 1).
octal_div([train(32388)], [train(30533)], 0).
octal_div([train(11750)], [train(48871)], 10).
octal_div([train(42094)], [train(59289)], 7).
octal_div([train(46757)], [train(52835)], 2).
octal_div([train(17350)], [train(10048)], 7).
octal_div([train(37031)], [train(27018)], 5).
octal_div([train(39923)], [train(47384)], 5).
octal_div([train(19471)], [train(6854)], 1).
octal_div([train(51166)], [train(46964)], 1).
octal_div([train(53057)], [train(34204)], 2).
octal_div([train(53970)], [train(59636)], 1).
octal_div([train(57215)], [train(44443)], 1).
octal_div([train(17275)], [train(24855)], 2).
octal_div([train(30597)], [train(37053)], 3).
octal_div([train(35972)], [train(28903)], 0).
octal_div([train(52128)], [train(39300)], 4).
octal_div([train(31109)], [train(33869)], 0).
octal_div([train(54964)], [train(17206)], 1).
octal_div([train(21826)], [train(21065)], 1).
octal_div([train(3588)], [train(4447)], 1).
octal_div([train(31168)], [train(1988)], 4).
octal_div([train(54885)], [train(21565)], 1).
octal_div([train(5993)], [train(44873)], 2).
octal_div([train(1790)], [train(46650)], 1).
octal_div([train(55101)], [train(27924)], 4).
octal_div([train(54822)], [train(53511)], 0).
octal_div([train(35449)], [train(3649)], 0).
octal_div([train(47471)], [train(4763)], 5).
octal_div([train(55817)], [train(5142)], 0).
octal_div([train(55388)], [train(47338)], 5).
octal_div([train(18306)], [train(32288)], 2).
octal_div([train(45891)], [train(39414)], 2).
octal_div([train(37215)], [train(30270)], 7).
octal_div([train(23197)], [train(48447)], 1).
octal_div([train(47274)], [train(50429)], 1).
octal_div([train(17884)], [train(51698)], 1).
octal_div([train(21757)], [train(11039)], 3).
octal_div([train(52426)], [train(14149)], 6).
octal_div([train(46374)], [train(46956)], 2).
octal_div([train(22121)], [train(59849)], 6).
octal_div([train(58832)], [train(54416)], 3).
octal_div([train(4031)], [train(28977)], 1).
octal_div([train(5418)], [train(56263)], 4).
octal_div([train(49243)], [train(28266)], 0).
octal_div([train(53661)], [train(36271)], 11).
octal_div([train(41041)], [train(4134)], 0).
octal_div([train(54475)], [train(51403)], 0).
octal_div([train(25198)], [train(38314)], 1).
octal_div([train(1844)], [train(55749)], 3).
octal_div([train(56296)], [train(22479)], 2).
octal_div([train(54620)], [train(26350)], 0).
octal_div([train(58539)], [train(5429)], 11).
octal_div([train(50466)], [train(18341)], 2).
octal_div([train(18634)], [train(43815)], 1).
octal_div([train(49115)], [train(2105)], 1).
octal_div([train(28612)], [train(2511)], 0).
octal_div([train(51931)], [train(3980)], 1).
octal_div([train(54306)], [train(570)], 1).
octal_div([train(27438)], [train(26348)], 3).
octal_div([train(56502)], [train(30111)], 1).
octal_div([train(32936)], [train(12803)], 4).
octal_div([train(37681)], [train(28367)], 11).
octal_div([train(25752)], [train(15264)], 2).
octal_div([train(29215)], [train(42999)], 1).
octal_div([train(41988)], [train(49269)], 2).
octal_div([train(29128)], [train(50662)], 0).
octal_div([train(20371)], [train(35664)], 0).
octal_div([train(19612)], [train(29362)], 0).
octal_div([train(56963)], [train(56175)], 3).
octal_div([train(36202)], [train(44431)], 4).
octal_div([train(4006)], [train(46085)], 10).
octal_div([train(6801)], [train(21110)], 1).
octal_div([train(55604)], [train(50413)], 1).
octal_div([train(16761)], [train(12989)], 0).
octal_div([train(31199)], [train(31906)], 0).
octal_div([train(58718)], [train(54169)], 0).
octal_div([train(29280)], [train(55306)], 10).
octal_div([train(15758)], [train(58773)], 1).
octal_div([train(51352)], [train(24562)], 0).
octal_div([train(45384)], [train(34761)], 0).
octal_div([train(16301)], [train(41418)], 10).
octal_div([train(20219)], [train(9842)], 4).
octal_div([train(999)], [train(51743)], 3).
octal_div([train(16387)], [train(9508)], 2).
octal_div([train(13732)], [train(29040)], 5).
octal_div([train(15695)], [train(45643)], 0).
octal_div([train(15718)], [train(54223)], 7).
octal_div([train(29256)], [train(14134)], 1).
octal_div([train(35916)], [train(45561)], 4).
octal_div([train(14963)], [train(50118)], 1).
octal_div([train(53673)], [train(59200)], 4).
octal_div([train(891)], [train(7040)], 1).
octal_div([train(1906)], [train(29121)], 2).
octal_div([train(50346)], [train(30872)], 4).
octal_div([train(18607)], [train(29761)], 1).
octal_div([train(35219)], [train(56821)], 3).
octal_div([train(36536)], [train(21958)], 1).
octal_div([train(14821)], [train(35826)], 1).
octal_div([train(10706)], [train(19832)], 1).
octal_div([train(5830)], [train(22564)], 0).
octal_div([train(23474)], [train(52953)], 2).
octal_div([train(15169)], [train(1714)], 0).
octal_div([train(2063)], [train(30179)], 10).
octal_div([train(27769)], [train(21136)], 3).
octal_div([train(57900)], [train(57311)], 1).
octal_div([train(35372)], [train(324)], 1).
octal_div([train(49380)], [train(29976)], 1).
octal_div([train(19489)], [train(2194)], 1).
octal_div([train(24208)], [train(4504)], 1).
octal_div([train(11533)], [train(43469)], 1).
octal_div([train(43520)], [train(22826)], 1).
octal_div([train(59735)], [train(30984)], 1).
octal_div([train(58879)], [train(40526)], 0).
octal_div([train(30486)], [train(25812)], 1).
octal_div([train(52485)], [train(7722)], 2).
octal_div([train(51337)], [train(44027)], 1).
octal_div([train(14395)], [train(28885)], 1).
octal_div([train(36279)], [train(57303)], 4).
octal_div([train(50061)], [train(49055)], 0).
octal_div([train(40450)], [train(8342)], 2).
octal_div([train(34977)], [train(35883)], 0).
octal_div([train(5607)], [train(39354)], 11).
octal_div([train(40312)], [train(43022)], 0).
octal_div([train(53636)], [train(37459)], 1).
octal_div([train(47747)], [train(38267)], 1).
octal_div([train(37908)], [train(29669)], 3).
octal_div([train(23796)], [train(53583)], 1).
octal_div([train(15455)], [train(37496)], 2).
octal_div([train(29272)], [train(3452)], 2).
octal_div([train(56185)], [train(33425)], 5).
octal_div([train(39222)], [train(46051)], 1).
octal_div([train(8288)], [train(59888)], 0).
octal_div([train(34369)], [train(11879)], 0).
octal_div([train(25241)], [train(43581)], 1).
octal_div([train(40921)], [train(11418)], 1).
octal_div([train(36724)], [train(53398)], 1).
octal_div([train(24177)], [train(48991)], 1).
octal_div([train(24452)], [train(4359)], 1).
octal_div([train(10149)], [train(44542)], 6).
octal_div([train(25842)], [train(5571)], 1).
octal_div([train(34963)], [train(36410)], 6).
octal_div([train(33723)], [train(54219)], 0).
octal_div([train(24103)], [train(48908)], 0).
octal_div([train(18872)], [train(44652)], 1).
octal_div([train(2148)], [train(38258)], 1).
octal_div([train(528)], [train(53421)], 2).
octal_div([train(32602)], [train(32661)], 1).
octal_div([train(44723)], [train(15842)], 0).
octal_div([train(3862)], [train(37635)], 4).
octal_div([train(48886)], [train(41290)], 3).
octal_div([train(38155)], [train(58317)], 0).
octal_div([train(53767)], [train(53693)], 1).
octal_div([train(24721)], [train(39936)], 1).
octal_div([train(44252)], [train(38164)], 7).
octal_div([train(10299)], [train(18307)], 2).
octal_div([train(42896)], [train(27081)], 0).
octal_div([train(15325)], [train(50898)], 0).
octal_div([train(57719)], [train(43031)], 2).
